file_id,Sound_mean,Sound_std,Sound_rms,Sound_max,Sound_min,Sound_pk_pk,Sound_skewness,Sound_kurtosis,Sound_shape_factor,Sound_crest_factor,Sound_impulse_factor,Sound_dominant_frequency,Sound_spectral_centroid,Sound_spectral_bandwidth,Sound_spectral_entropy,Sound_spectral_energy,Sound_band_1_energy_ratio,Sound_band_2_energy_ratio,Sound_band_3_energy_ratio,Sound_band_4_energy_ratio,Sound_band_5_energy_ratio,Sound_band_6_energy_ratio,Sound_band_7_energy_ratio,Sound_band_8_energy_ratio,Health label,Operating frequency
BF_10HZ,-0.0123314343984375,0.005634968946849214,0.00563474882657542,0.0213951043984375,-0.0213097856015625,0.042704889999999995,1.1641532182693482e-12,2.2351741790771484e-10,1.2482373477417283,3.796993451373344,4.739549035976103,496.0,502.05246006260376,782.7792627621167,6.770472470321687,2600.992304248875,0.9682885758560191,0.01810099125274844,0.005316108840783546,0.002445189347871152,0.004014705700083184,0.0010754002681781219,0.0007145956582930665,4.4433051928185404e-05,BF,10HZ
BF_10HZ,-0.012459852958593748,0.005498984132377107,0.00549876932411388,0.02152352295859375,-0.021181367041406253,0.04270489,-5.820766091346741e-13,7.450580596923828e-11,1.245491859443905,3.9142436581749123,4.875158613023375,496.0,528.6678976870166,816.1008724356794,6.864791703553749,2476.9711404004624,0.9647210470724173,0.01885022220230172,0.0072181406676546395,0.003037927502640184,0.004115256580508827,0.0012374705257733889,0.0007760544478746419,4.387859309149983e-05,BF,10HZ
BF_10HZ,-0.011572044607031248,0.0050081110610303995,0.005007915427871043,0.016535234607031248,-0.01950786539296875,0.036043099999999995,7.275957614183426e-14,-2.7939677238464354e-11,1.2424081431773242,3.8954063162697006,4.839684529284266,502.0,582.3109518209575,877.9473004321899,7.236270215672789,2054.489475098602,0.954348295145109,0.025334555416659625,0.009156389542973844,0.003965032770153034,0.005155172216531134,0.0010875972778122865,0.0008654452346398883,8.748906078969785e-05,BF,10HZ
BF_10HZ,-0.012234981343749998,0.005230703099343111,0.005230498771012427,0.01719817134375,-0.019968388656250002,0.03716656,-5.820766091346741e-13,-1.4901161193847657e-10,1.2359790186164439,3.817683461297744,4.718576658785142,496.0,588.3979325621543,940.4256213371757,6.907775526117265,2241.17697865978,0.9571088608604359,0.023079008313659954,0.006958182491866106,0.0034616627871764164,0.005663939810168331,0.0018953534041188927,0.0017254888326702967,0.00010750191221835619,BF,10HZ
BF_10HZ,-0.01275993406953125,0.005188853946093692,0.005188651252527487,0.01679336406953125,-0.019443435930468753,0.0362368,-5.820766091346741e-13,-1.1175870895385742e-10,1.2477033083993314,3.7473005951691585,4.675519351060448,496.0,602.8473077139802,981.9496829954476,7.280615606260479,2205.4585896469393,0.9551654752073209,0.024310897799432695,0.0067857520169074615,0.0030653203040020816,0.0059702357480125885,0.002465274917233798,0.002122308974517702,0.00011472730315708176,BF,10HZ
BF_10HZ,-0.012321246174218752,0.0053574711541679075,0.005357261873863362,0.021316376174218752,-0.01983295382578125,0.04114933,-1.1641532182693482e-12,-1.1175870895385742e-10,1.255119812455944,3.9789684865391104,4.994082181525289,496.0,574.2125555033928,895.2829698229193,7.2353877233090875,2351.124887056747,0.9599163559482614,0.022567341051183243,0.006066142892877778,0.002562697718546609,0.005567207278125905,0.0017838505940509482,0.0014535617913066768,8.282991708660874e-05,BF,10HZ
BF_10HZ,-0.0113090080390625,0.005622571652994501,0.005622352016999456,0.020304138039062503,-0.020845191960937502,0.041149330000000005,8.731149137020111e-13,1.4901161193847657e-10,1.2439943526365032,3.707557245473689,4.612180276266149,502.0,545.018652791625,807.6394043004173,6.726387123152012,2589.5602133625375,0.9653921374195604,0.019832963787034624,0.005412270786058994,0.0024087849802775637,0.004726726050412172,0.0011967498515457126,0.0009535426516496544,7.680895882787993e-05,BF,10HZ
BF_10HZ,-0.01176103318046875,0.005572284409453153,0.005572066737841928,0.020641433180468752,-0.01681418681953125,0.03745562,-5.820766091346741e-13,-7.450580596923828e-11,1.2417154615793846,3.7044483039983778,4.599870736521837,496.0,502.70875898086905,799.6442239416261,6.6554661807231374,2543.446242587249,0.9634301185408786,0.021722448055526034,0.006386695558569426,0.002544321377819939,0.004109990855960758,0.0008821487927594035,0.0008543520408914767,6.992252345154434e-05,BF,10HZ
BF_10HZ,-0.0125408771796875,0.005258294921666108,0.005258089515508813,0.0187809971796875,-0.0161028828203125,0.034883880000000006,-5.820766091346741e-13,-1.4901161193847657e-10,1.2429416043496562,3.571829106507381,4.439575000949415,58.0,581.3980720874216,1047.424611287093,7.329418706381068,2264.883643879378,0.951321847924223,0.025873030718635823,0.007929437078633705,0.003386702351716926,0.005607609198469162,0.002034441874043471,0.0037438939791779556,0.00010303214803787262,BF,10HZ
BF_10HZ,-0.011821656857031248,0.005232856640687533,0.005232652228232498,0.018753136857031248,-0.016822103142968753,0.03557524,-8.731149137020111e-13,-2.2351741790771484e-10,1.2451883787105384,3.5838683779261733,4.462591255874695,496.0,586.2168029977516,1056.5799158231616,7.160920622800884,2243.0228058126036,0.950430285339553,0.025569874434848042,0.008512407600198437,0.003707741928141697,0.005817005266558647,0.0021173411516770004,0.003738552552612465,0.00010678125254438302,BF,10HZ
BF_10HZ,-0.011473388564062499,0.0052981551964698176,0.005297948233240126,0.0184048685640625,-0.0189479414359375,0.03735281,-8.36735125631094e-13,-1.8626451492309571e-10,1.2428391626457638,3.576467832108813,4.444974286526627,496.0,526.8464369988992,868.630244080925,6.763889238409898,2299.351490445937,0.9583250172096763,0.022449641661077362,0.008580282396333502,0.0035050067609070294,0.00504536997037358,0.0010425231884305668,0.0009850447434607574,6.711289293409632e-05,BF,10HZ
BF_10HZ,-0.010882568525781249,0.005297184241887842,0.005296977316586805,0.01635235852578125,-0.01953876147421875,0.03589112,-5.820766091346741e-13,0.0,1.2379828097424013,3.6886624772484793,4.566500738637534,496.0,527.5200755622834,850.8030169778349,6.782083370076646,2298.5087965528096,0.9625469028514295,0.01948352155218576,0.007599458328039413,0.0031166271551018236,0.005327787827554048,0.0009283976992442352,0.0009255476780366461,7.175580462863495e-05,BF,10HZ
BF_10HZ,-0.0112090243828125,0.005372089303036095,0.005371879451698956,0.0157967343828125,-0.018538825617187497,0.03433556,5.820766091346741e-13,2.2351741790771484e-10,1.2404855609487306,3.4510874230197333,4.281024118624676,496.0,516.1576658039531,808.7248450846557,6.900873614878867,2363.9727182973415,0.962667400746865,0.02178559751556076,0.006814647362252533,0.0026080686597138823,0.004409980470430628,0.0008348281375884899,0.0008163807443882946,6.309616791879808e-05,BF,10HZ
BF_10HZ,-0.01184557298671875,0.005487957876838938,0.005487743499297232,0.01901098298671875,-0.01790227701328125,0.03691326,-2.9103830456733704e-13,3.725290298461914e-11,1.2466225380249725,3.4642623121304887,4.318627476719328,496.0,513.6747464353077,836.4600728945426,7.048806911876887,2467.0477342578683,0.9613726645169689,0.02383402316992687,0.005936948583647334,0.002327915789952011,0.0039469854632454325,0.0012887167105282511,0.001223880037861897,6.886086333867829e-05,BF,10HZ
BF_20HZ,-0.01093938292421875,0.011683974359058059,0.011683517944895146,0.04127131292421875,-0.041030327075781255,0.08230164000000001,-3.2741809263825415e-13,-3.259629011154175e-11,1.2449106065637947,3.5324388694690105,4.397570616016583,496.0,729.54100909892,1123.7885800027757,7.237834596637619,11182.456206388671,0.8703458097002728,0.0985064721576929,0.014894730483501512,0.007059975591117189,0.005369895037270156,0.0017060242502025058,0.0019976592281617618,0.0001194219117909152,BF,20HZ
BF_20HZ,-0.01190844563203125,0.011444240722079741,0.01144379367269493,0.04437256563203125,-0.04006126436796875,0.08443383,1.8189894035458566e-13,1.746229827404022e-11,1.2498712424112441,3.8774349570831084,4.84629444760174,496.0,778.6687240885641,1130.011338716965,7.155952366079035,10728.277084791238,0.8638366041048865,0.10336794323108707,0.01547192918257208,0.007069549487689829,0.006302878282748685,0.001829792762987002,0.0020031637737722542,0.00011813902927984781,BF,20HZ
BF_20HZ,-0.0122586863125,0.011587829989770438,0.011587377331320304,0.04621578631249999,-0.0411056636875,0.08732145,-2.5465851649641993e-13,-1.3969838619232177e-11,1.2493384755067607,3.98845959590802,4.982936031602068,496.0,735.5270452996393,1112.0277672544075,6.902679123583384,10999.178338215783,0.8621389459798992,0.10693928854024173,0.014255505015329064,0.006699958888946145,0.006645889191947079,0.0016153362088245308,0.0016006883802070857,0.00010438361596290307,BF,20HZ
BF_20HZ,-0.01180348945,0.011855252292118089,0.011854789187280236,0.04576058945,-0.045688160549999995,0.09144875,-1.0913936421275138e-13,-1.3969838619232177e-11,1.252471747448846,3.860093058022439,4.834657498104346,496.0,716.5416201691405,1121.8597848002396,7.1556839116154425,11512.71136858047,0.870279166359171,0.09898727177920838,0.013554443355986925,0.006973326751162388,0.006502894959352673,0.0016979403578136854,0.0019150544372935582,8.989099022599626e-05,BF,20HZ
BF_20HZ,-0.012979143917187502,0.011733047783061031,0.011732589451930052,0.0429221839171875,-0.0445125060828125,0.08743469000000001,1.4551915228366852e-13,9.313225746154785e-12,1.2436794921222685,3.7939200260430246,4.718420531543856,496.0,704.0418724325367,1111.887393173848,7.135527490081928,11276.5874424349,0.8718678589336653,0.09822685293650191,0.013018606025366582,0.0071613981547647395,0.005975044160179859,0.0017599160731257227,0.0018971867761307794,9.313613214842256e-05,BF,20HZ
BF_20HZ,-0.013563233578906249,0.011901861020278893,0.011901396094752036,0.05650354357890625,-0.04317298642109375,0.09967653,0.0,4.656612873077393e-12,1.255056585660386,4.747639951171279,5.958556787562528,496.0,721.0254905173134,1118.2308895769063,7.18806236401016,11603.413380136968,0.8637721662542323,0.10496081593957766,0.01476622338378639,0.007274097288054889,0.005326641887396528,0.0019374194130960482,0.0018572179183278265,0.00010540755398528792,BF,20HZ
BF_20HZ,-0.012075977041406248,0.012115073833811364,0.012114600579496301,0.05501628704140625,-0.045081912958593755,0.1000982,7.275957614183426e-14,9.313225746154785e-12,1.258927449998603,4.541320753899126,5.717193356803886,496.0,725.8681778099425,1092.6868672509204,7.117956801519459,12022.869786692767,0.867409118041618,0.10256584407611037,0.014929190750640704,0.006686575546304366,0.004703683318537149,0.0017697724211184686,0.001846601846888702,8.921399732002611e-05,BF,20HZ
BF_20HZ,-0.01101724473671875,0.011955073826657487,0.01195460682246478,0.04563590473671875,-0.04614064526328125,0.09177655000000001,-2.5465851649641993e-13,-1.3969838619232177e-11,1.247975328646936,3.8596539346417753,4.816752887950929,496.0,742.0786772041544,1134.84797322337,7.342768644996631,11707.40221251825,0.8658495543327552,0.10228700335225625,0.015043025998290209,0.007391942750701091,0.004989302446646392,0.0019295250946795978,0.0024124299282532406,9.721071119686079e-05,BF,20HZ
BF_20HZ,-0.01107079743203125,0.012152673021065472,0.01215219829800347,0.045689457432031254,-0.04276439256796875,0.08845385,-2.1827872842550277e-13,-2.3283064365386964e-11,1.255187717311565,3.7597689165241794,4.719215764339303,496.0,752.456027328694,1144.704541836754,7.364835382308087,12097.611655018352,0.8637992489375298,0.10498506345001103,0.01430760132032407,0.007210231020181313,0.004623242564879497,0.0020860398837753407,0.002902128284677244,8.64438726381431e-05,BF,20HZ
BF_20HZ,-0.0121137263078125,0.011430558330924412,0.011430111816018445,0.0413251763078125,-0.0417214636921875,0.08304664,-2.1827872842550277e-13,-2.561137080192566e-11,1.2654072039475646,3.6501360931629607,4.61890850808153,496.0,795.2200936660319,1161.1478511726825,7.267118175312037,10702.639622062381,0.846277376948721,0.1202029828333588,0.015600087722125806,0.008030639619836268,0.004991396265943531,0.0020448298752955988,0.0027602062235730484,9.247749050957584e-05,BF,20HZ
BF_20HZ,-0.012364413336718751,0.010937486593171928,0.010937059339256917,0.042872163336718755,-0.042376696663281255,0.08524886000000001,1.3642420526593923e-13,2.9103830456733705e-12,1.2568203440665549,3.919898576294244,4.926608277814582,496.0,817.1197418725852,1176.020467130253,7.442587957045306,9799.210372928355,0.8414830087077114,0.12324238581166816,0.01623173688229071,0.008367778524117492,0.0058210691682086466,0.002337392529921994,0.002409653225581238,0.00010697084962724948,BF,20HZ
BF_20HZ,-0.0123657686546875,0.0109263021019727,0.01092587528496041,0.0428735186546875,-0.042375341345312505,0.08524886000000001,-2.8194335754960775e-13,-1.979060471057892e-11,1.2540960789889724,3.924035148907415,4.921117094510106,496.0,808.6448596176693,1162.2636936559818,7.452378770507077,9779.179580893486,0.8485812999328651,0.11659110887565888,0.01594109809311739,0.00857889626687766,0.005865858183067196,0.002187604483717552,0.002163259460365161,9.08746905921238e-05,BF,20HZ
BF_20HZ,-0.012268430097656248,0.011376175872028892,0.011375731481479218,0.039741050097656244,-0.04249502990234375,0.08223607999999999,-1.8189894035458565e-14,9.313225746154785e-12,1.247777466195101,3.7355865834029354,4.661180762200678,496.0,759.4267297774778,1129.802349495722,7.405246443443107,10601.043304302972,0.8570292535263501,0.10979731646488161,0.015562548995161631,0.008143373187955431,0.005562826885461966,0.0019702127873171427,0.001851206448698618,8.325923889812276e-05,BF,20HZ
BF_20HZ,-0.013378843750781251,0.011486348837661774,0.011485900143396571,0.03910667375078125,-0.04138461624921875,0.08049129,0.0,9.313225746154785e-12,1.248381216349237,3.6030799266009943,4.498017301765281,496.0,744.1774575556245,1115.5269798286165,7.436397520798555,10807.369900441634,0.8629557566098863,0.1060705713783423,0.014578220866818993,0.007022197131072741,0.005542927446136075,0.0018517857684913297,0.0018890773365301111,8.946344872794939e-05,BF,20HZ
BF_20HZ,-0.012323684303125,0.011882905412451671,0.011882441227392704,0.042001504303125,-0.045972565696875,0.08797407,2.1827872842550277e-13,9.313225746154785e-12,1.2510873038983792,3.8689495544926458,4.8403936674563965,496.0,729.3228986176471,1105.6390429192252,7.2906290311455395,11566.4821882223,0.8705103653285559,0.09949246662556598,0.013822400627752304,0.007333984838019444,0.0049759616320676795,0.001709798664885179,0.002064175016044632,9.084724223260929e-05,BF,20HZ
BF_20HZ,-0.011699247885937498,0.01195296907116947,0.01195250214919538,0.0465384278859375,-0.0465970021140625,0.09313542999999999,-2.9103830456733704e-13,-1.862645149230957e-11,1.25316418780978,3.89851443057894,4.885478670469905,496.0,696.1543151115652,1097.0204667635871,7.024914756052222,11703.280344950876,0.8711705103573779,0.0989402382499539,0.01395446841205937,0.007405362318721489,0.004880915501125647,0.0016734790941263166,0.0018737001942713194,0.00010130806772452313,BF,20HZ
BF_20HZ,-0.012657838803906252,0.01140751170175946,0.01140706608713003,0.04749701880390625,-0.043540491196093746,0.09103750999999999,1.8189894035458566e-13,2.0954757928848266e-11,1.2514681105215604,4.163824285486583,5.210893311558493,496.0,716.244554076342,1135.421983137956,7.1343934300032,10659.525168277776,0.8583964956772266,0.10921234234610441,0.015224820858941194,0.00786563789843997,0.0055040440717882685,0.001737764881405766,0.001972842518014821,8.604985482327457e-05,BF,20HZ
BF_20HZ,-0.010641271290625,0.011299950078024004,0.011299508665102567,0.041719691290625,-0.045452758709375,0.08717245,1.4551915228366852e-13,9.313225746154785e-12,1.2545568223547818,4.022542931068222,5.046508677833253,496.0,772.9485630353798,1143.8040951884595,7.1493299707779805,10459.45526043687,0.8421401517031984,0.12489131314858042,0.015611374689474955,0.00794659754407349,0.005437905926464349,0.0017768823183598134,0.0020949293170126728,0.00010082734826656454,BF,20HZ
BF_20HZ,-0.01116104370546875,0.011498392122205258,0.011497942957490064,0.04595254370546875,-0.044932986294531255,0.09088553,0.0,0.0,1.2555855446302213,3.996588248121153,5.018058432616371,496.0,725.6758413899564,1093.4915455498983,7.10100101649588,10830.044557701876,0.8551501094576752,0.11527877111462771,0.0141127698188278,0.007146914833435013,0.004925508643098075,0.0015435985883434217,0.001763111996431863,7.921401863602148e-05,BF,20HZ
BF_20HZ,-0.012496601014843749,0.012307816341235579,0.012307335557769266,0.04728810101484375,-0.04676814898515625,0.09405625000000001,-1.8189894035458565e-14,-6.984919309616089e-12,1.2517863455696312,3.8422695789057175,4.809700595262553,496.0,677.7811781113875,1038.0514717304027,6.897864148717285,12408.464078493684,0.8766052936242674,0.09681907683046855,0.012804897110691622,0.006354741919545116,0.004365581553431619,0.001405932809815208,0.0015724089975128548,7.20639966480014e-05,BF,20HZ
BF_20HZ,-0.0119683428171875,0.011805853495846211,0.011805392320686527,0.0453562628171875,-0.0472964071828125,0.09265266999999999,-3.637978807091713e-14,-1.5133991837501526e-11,1.2593168306354523,4.006339297672379,5.045250507222413,496.0,713.2763652251665,1083.7146602602875,7.217272073113597,11416.968304811597,0.8629829463883077,0.10756278974309282,0.014298737401155252,0.0071461581780731635,0.004760308909274587,0.0015076566904450555,0.0016559501992726283,8.543768388760687e-05,BF,20HZ
BF_20HZ,-0.011862592162499998,0.01174889509717694,0.011748436146998161,0.0455559621625,-0.0481128878375,0.09366885,6.366462912410498e-14,5.820766091346741e-12,1.2587944576541308,4.095258912029585,5.155089221560317,496.0,731.2751347745174,1145.0177066627687,7.259170519727225,11307.069649613797,0.8581996358966814,0.10947460133536108,0.01519751291273529,0.007792344483089947,0.004840232569909031,0.002005843475409234,0.002411213610871803,7.860617179106881e-05,BF,20HZ
BF_20HZ,-0.012011035973437499,0.012030789737453687,0.012030319775550444,0.0457044059734375,-0.0479644440265625,0.09366885,0.0,-2.3283064365386963e-12,1.2514520435255918,3.9869633490586853,4.989493431055872,496.0,725.0761475192877,1123.7742087047884,7.087976681093222,11856.166487383174,0.8601950335811128,0.10885265398063936,0.014974047491941844,0.007229602045875937,0.00418393062749167,0.0019518622490648924,0.0025393773225869127,7.348006122567268e-05,BF,20HZ
BF_20HZ,-0.013230434978124999,0.011691802559030998,0.01169134583907305,0.044928694978124996,-0.041176915021875,0.08610561,-1.0913936421275138e-13,0.0,1.2425854719115916,3.8429018859512474,4.77513405387311,496.0,752.7340814305653,1132.1363079737393,7.039361340026703,11197.445535718358,0.8580253003689297,0.10927345205116619,0.016219281509351105,0.007695412710063577,0.004342622800866579,0.0018192361234362683,0.002550882988320287,7.381077660867538e-05,BF,20HZ
BF_30HZ,-0.0129733240703125,0.023652303902996497,0.023651379966829304,0.0779045440703125,-0.0790565259296875,0.15696106999999998,2.7284841053187846e-14,1.1641532182693482e-12,1.2470404427163926,3.342575614497779,4.168326974292568,176.0,779.8466082307402,1236.6984451179103,7.876178032245674,45825.04665168946,0.8436321665027781,0.1123005998670815,0.02342728295595141,0.010947693701510273,0.005409726998215127,0.002282875803863201,0.0019458913397882274,5.3755056076007515e-05,BF,30HZ
BF_30HZ,-0.01018396479765625,0.023935365493657337,0.023934430500180796,0.07987126479765624,-0.08402128520234375,0.16389255,3.637978807091713e-14,0.0,1.2399469518446407,3.510477727815525,4.352806158305224,340.0,790.2797023047217,1240.6150645883363,7.810081662518254,46928.44246810238,0.8454889855780068,0.11296305493775276,0.020809693337772096,0.01006196587894128,0.005426896299226908,0.002821462626154418,0.0023649768439292385,6.29632624190673e-05,BF,30HZ
BF_30HZ,-0.010005727621875,0.022498111400406497,0.02249723255076455,0.079693027621875,-0.089643982378125,0.16933701,1.8189894035458565e-14,1.7462298274040222e-12,1.2465366807255198,3.9846670994692572,4.9670337001893765,176.0,876.8583134607674,1311.113207971142,7.951718766485258,41461.79922448622,0.816202068490512,0.13569814027390184,0.025160462512316496,0.011153167340373055,0.005939122495987773,0.0029789385521791457,0.0027745411220644607,9.353403571074946e-05,BF,30HZ
BF_30HZ,-0.01141480001796875,0.021753076797588453,0.02175222705142912,0.08051355001796875,-0.08823490998203125,0.16874846,4.547473508864641e-15,8.731149137020111e-13,1.2531788405848678,4.056362126478349,5.083347186886199,176.0,945.810697544401,1339.6177094780267,8.15761861265003,38761.21702026762,0.7976974048583697,0.14965716116824132,0.028222546509842714,0.01210783406817439,0.006380197843903372,0.0029728881004241025,0.0028754040464363836,8.653906814086e-05,BF,30HZ
BF_30HZ,-0.0124536302296875,0.02205849134172987,0.022057629665081884,0.0762166902296875,-0.09684829977031251,0.17306499,-2.2737367544323207e-14,0.0,1.2452076344894727,4.390693888529491,5.467325550951056,176.0,931.3628094761795,1318.9030523403064,8.155145506395412,39857.27704832737,0.7992369071847961,0.15058739794454887,0.026012465523452183,0.012300675251594435,0.006313621002197104,0.0029188267814798086,0.0025549447440780357,7.516145711362586e-05,BF,30HZ
BF_30HZ,-0.0122227531,0.0214183543348239,0.021417517664016148,0.0699870731,-0.09707917690000001,0.16706625000000003,6.366462912410498e-14,2.3283064365386963e-12,1.2459501593250437,4.532699746925915,5.6475179721186155,58.0,940.9627410194157,1331.8398712120363,8.011492357508136,37577.528658149095,0.799149797566885,0.1464169039240205,0.029479344972835476,0.013321664683672057,0.0065104552845541685,0.0027051893200313953,0.002328984836104762,8.7643108120926e-05,BF,30HZ
BF_30HZ,-0.013455521362499999,0.021987499430232392,0.021986640526760113,0.0712198413625,-0.1034766986375,0.17469654,-5.456968210637569e-14,-1.7462298274040222e-12,1.2583469484243073,4.7063442232955675,5.922213891887699,58.0,883.6261035992003,1295.7999725739269,7.989029501856169,39601.14088505228,0.8227110566128286,0.12685216375232103,0.02666426435501537,0.012832996394122921,0.0060401201878000415,0.0026387302597671624,0.0021827340492987907,7.792335679326177e-05,BF,30HZ
BF_30HZ,-0.015209271733593748,0.023425034703222138,0.023424119644931463,0.07943870173359376,-0.10172294826640625,0.18116165,-5.456968210637569e-14,-3.2014213502407074e-12,1.2579177897165346,4.342658328424075,5.462707166218521,176.0,817.882040614859,1251.7503430678562,7.760990430467287,44948.63421397683,0.8350322918154668,0.1205753266357304,0.022302466960713963,0.012002602817840963,0.005570619044032253,0.002552944123778626,0.0018923753209145531,7.136834331804858e-05,BF,30HZ
BF_30HZ,-0.0122291035265625,0.023087888174143832,0.02308698628589668,0.07645853352656251,-0.08525414647343749,0.16171268,0.0,0.0,1.2596972755352107,3.692736046792932,4.651729537617208,176.0,820.74965973398,1255.1742907870266,7.8976809825700505,43664.09226063489,0.8278569579234278,0.1277628837930925,0.02264380277855561,0.011693682809966488,0.005640746296502089,0.0024055928993662818,0.0019231601633946686,7.3162216662961e-05,BF,30HZ
BF_30HZ,-0.00993679032734375,0.022346657474089583,0.02234578454073219,0.07898190032734376,-0.09245451967265625,0.17143642,1.8189894035458565e-14,1.4551915228366853e-12,1.2459364333699299,4.1374479155113795,5.154997099336791,176.0,842.9885819956706,1250.0680318849534,7.9690466506014115,40905.4484219626,0.8280395142223402,0.12701109011235717,0.02329590277819819,0.01130144589900543,0.00583334026690302,0.002535123927428964,0.0019271365031048595,5.644452296875928e-05,BF,30HZ
